Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.61,49.68,3.79,3.86,51.53,3.04,5.18,49.92,3.39,6.81,49.49,3.75,7.92,49.07,3.96,8.45,49.99,4.16,8.49,49.47,4.31,7.25,51.11,4.53,4.3,51.22,4.51
Kiriko,6.16,48.64,3.94,7.03,49.18,3.22,6.68,48.54,3.61,6.04,48.26,4.05,5.76,48.84,4.32,5.52,48.56,4.47,5.72,48.99,4.61,5.6,50.15,4.79,6.49,70.77,5.52
Genji,4.09,51.72,2.07,4.06,54.25,2.19,3.79,50.48,1.94,4.08,51.64,2.05,4.47,52.01,2.13,4.29,51.57,2.13,3.87,51.2,2.21,2.72,52.15,2.36,1.3,55.52,2.33
Moira,4.34,51.33,4.58,5.98,50.71,3.77,5.4,51.09,4.24,4.43,51.53,4.75,3.63,52.01,5.2,2.85,51.8,5.47,2.28,50.48,5.54,1.43,49.32,6.19,0.24,80.52,6.62
Sojourn,3.01,46.6,2.34,2.13,49.55,2.28,2.57,46.15,2.21,2.95,46.25,2.31,3.29,46.05,2.35,3.72,46.69,2.47,4.22,47.09,2.58,4.77,48.16,2.87,3.33,58.41,3.12
Soldier: 76,3.02,50.35,2.42,3.42,52.09,2.43,3.53,49.62,2.32,3.18,49.75,2.38,2.72,50.58,2.47,2.33,51.09,2.58,2.05,51.59,2.67,1.52,52.56,2.9,0.65,87.85,4.79
Cassidy,4.77,48.67,2.29,3.08,53.01,2.26,3.84,49.46,2.14,4.69,47.99,2.24,5.46,47.98,2.31,6.17,47.82,2.42,6.7,48.17,2.51,7.16,50.27,2.76,6.81,58.64,3.47
Zenyatta,2.36,54.23,4.63,2.46,54.68,3.87,2.33,54.67,4.28,2.46,54.41,4.69,2.41,54.05,4.96,2.26,54.01,5.2,1.97,51.46,5.33,1.28,47.55,5.28,0.08,100,11
Reaper,2.16,53.34,2.27,2.79,55.44,2.56,2.49,52.13,2.19,2.26,52.94,2.22,1.88,53.89,2.27,1.61,53.35,2.31,1.41,55.2,2.39,1.4,52.75,2.49,1.54,59.8,2.57
Juno,2.16,51.11,4.62,2.91,50.82,3.76,2.37,50.85,4.27,1.99,51.08,4.84,1.95,51.49,5.19,1.9,51.53,5.25,1.94,51.15,5.32,2.13,53.09,5.62,1.46,59.52,7.08
Ashe,1.84,52.12,2.5,1.33,52.22,2.32,1.63,51.86,2.38,1.9,51.34,2.5,2.04,52.71,2.55,2.09,53.22,2.59,2.08,51.93,2.63,2.18,52.66,2.9,1.22,58.38,3.24
Ramattra,1.64,49.15,3.23,2.33,51.56,3.31,2.21,48.9,3.13,1.67,48.19,3.23,1.23,48.93,3.33,0.94,49.11,3.38,0.77,48.34,3.44,0.85,47.21,3.48,0.97,25.7,2.4
Mercy,2.11,47.93,3.41,2.72,46.22,2.35,2.05,46.66,2.87,1.96,48.7,3.59,2.07,48.45,4,2.06,48.61,4.41,2.16,49.83,4.74,2.09,51.61,5.28,2.11,99.51,9.43
Zarya,1.12,52.33,4.43,0.67,54.69,4.14,0.93,51.6,4.05,1.11,51.07,4.24,1.2,51.73,4.52,1.38,53.45,4.85,1.76,54.91,5.15,2.43,55.39,5.32,4.62,58.99,5.81
Bastion,2.36,48.68,2.5,3.56,51.3,2.48,3.18,48.39,2.42,2.43,47.74,2.5,1.68,47.87,2.61,1.3,48.35,2.67,0.98,48.57,2.69,0.78,45.85,2.99,0.49,61.23,3.23
Lúcio,0.73,51.09,2.65,1.45,53.94,2.29,0.84,49.85,2.54,0.61,50.3,2.78,0.54,50.91,2.96,0.54,49.01,2.94,0.55,49.53,3.12,0.46,47.12,3.3,0.24,23.29,3.45
Mauga,1.48,48.75,3.65,1.63,47.21,3.27,1.49,47.18,3.48,1.5,48.61,3.67,1.45,50.46,3.82,1.43,50.82,3.91,1.28,50.79,4.02,1.49,49.51,4.16,8.11,88.72,7.37
Hanzo,1.74,49.9,2.74,1.82,51.94,2.58,1.68,48.92,2.51,1.71,50.05,2.73,1.81,49.61,2.85,1.76,49.57,2.97,1.77,50.84,3.08,1.56,51.05,3.21,0.89,56.32,2.69
Pharah,1.37,51.95,2.47,1.25,52.48,2.59,1.38,51.97,2.42,1.45,51.91,2.41,1.34,51.32,2.45,1.32,52.14,2.56,1.32,52.99,2.64,1.22,52.31,2.85,1.46,27.28,3.21
Illari,0.85,50.65,3.43,1.21,52.2,2.84,0.95,50.36,3.25,0.81,50.82,3.57,0.73,50.69,3.69,0.68,48.22,3.74,0.72,50.31,3.86,0.73,52.17,4.09,0.41,65.28,6.08
Doomfist,2.37,52.58,3.22,1.16,54.46,3.2,1.55,51.78,3.06,2.31,52.42,3.12,3.06,52.75,3.22,3.5,52.44,3.32,3.5,53.34,3.51,3.85,52.21,3.84,3,40.46,3.31
Venture,0.76,54.67,2.13,0.49,55.91,2.19,0.71,53.53,2.12,0.86,55.3,2.14,0.85,54.57,2.12,0.78,53.9,2.09,0.67,56.93,2.12,0.51,53.3,2.09,0.41,86.8,4.86
Junkrat,1.27,52.75,2.28,1.56,52.45,2.22,1.51,52.05,2.18,1.34,53.34,2.3,1.12,53.56,2.37,0.93,51.44,2.4,0.69,53.72,2.49,0.57,56.02,2.55,0.24,29.53,2.62
Sigma,2.12,51.66,3.6,1.86,52.38,3.49,2.14,50.74,3.41,2.22,51.93,3.62,2.14,52,3.69,2.07,51.52,3.76,2,51.79,3.84,2.57,53.68,4.12,3,59.74,5.18
Brigitte,1.04,51.08,3.03,1.01,53.87,2.4,1.06,50.71,2.7,1.04,50.85,2.99,1.06,50.06,3.29,1,50.81,3.61,0.99,52.59,3.87,0.84,52.71,4.22,0.32,41.87,3
Widowmaker,1.14,47.2,2.34,1.27,48.12,2.54,1.1,46.04,2.22,1.04,46.76,2.32,1.07,47.03,2.32,1.23,47.87,2.37,1.5,49.5,2.46,1.96,50.1,2.76,1.95,73.39,3.24
Lifeweaver,1.88,48.92,4.13,2.04,49.4,3.16,2.11,49.15,3.82,2.05,49.2,4.32,1.78,48.88,4.61,1.46,47.79,4.73,1.18,46.18,4.8,0.91,46.13,5.12,0.08,0,1
Sombra,0.9,49.03,2.91,0.85,48.57,2.6,0.9,48.89,2.76,0.91,49.31,2.92,0.94,49.65,3.1,0.93,47.7,3.03,0.78,48.55,3.07,0.64,55.67,3.53,0.16,100,4.5
